params,total_cycles,total_cost
2 3 3 3 0 1 3 1 0 0,350045.0,47770.530982983815
3 2 0 2 2 1 1 0 2 0,1210650.3125,33217.069787721804
0 1 3 1 0 2 0 0 0 0,8080355.0,2858.8324081434175
0 3 3 1 1 1 1 1 0 0,3035730.0,6378.265051317037
1 1 2 1 0 0 3 1 2 0,7253849.6875,16409.180630389976
1 3 2 1 3 1 1 0 0 0,1053610.0,24509.102844907065
2 1 3 2 2 2 3 0 1 0,1107343.125,47770.530982983815
2 3 3 3 0 1 3 1 1 0,446253.75,47770.530982983815
3 2 0 2 2 1 1 1 0 0,589640.0,33217.069787721804
0 1 3 1 0 2 0 0 1 0,11226712.5,2858.8324081434175
0 3 3 1 1 1 1 1 1 0,4644810.0,6378.265051317037
1 1 2 1 0 1 0 0 0 0,3273605.0,4121.180630389976
1 3 2 1 3 1 1 0 1 0,1629067.5,24509.102844907065
2 1 3 2 2 2 3 0 2 0,2115305.625,47770.530982983815
2 3 3 3 0 1 3 1 2 0,604686.875,47770.530982983815
3 2 0 2 2 1 1 1 1 0,808380.0,33217.069787721804
0 1 3 1 0 2 0 1 0 0,8078915.0,2858.8324081434175
0 3 3 1 1 1 2 1 0 0,2948195.0,9066.265051317037
1 1 2 1 0 1 0 0 1 0,5098483.125,4121.180630389976
1 3 2 1 3 1 1 0 2 0,3039584.375,24509.102844907065
2 1 3 2 2 2 3 1 0 0,633655.0,47770.530982983815
2 3 3 3 0 2 0 0 0 0,526015.0,20122.530982983815
3 2 0 2 2 1 1 1 2 0,1210650.3125,33217.069787721804
0 1 3 1 0 2 0 1 1 0,11226172.5,2858.8324081434175
0 3 3 1 1 1 2 1 1 0,4541073.75,9066.265051317037
1 1 2 1 0 1 0 0 2 0,7635613.125,4121.180630389976
1 3 2 1 3 1 1 1 0 0,1053610.0,24509.102844907065
2 1 3 2 2 2 3 1 1 0,1105374.375,47770.530982983815
2 3 3 3 0 2 0 0 1 0,670078.125,20122.530982983815
3 2 0 2 2 1 2 0 0 0,477440.0,36801.069787721804
0 1 3 1 0 2 1 1 0 0,7866445.0,4778.8324081434175
0 3 3 1 1 1 3 1 0 0,2926025.0,13674.265051317037
1 1 2 1 0 1 0 1 0 0,3272765.0,4121.180630389976
1 3 2 1 3 1 1 1 1 0,1629067.5,24509.102844907065
2 1 3 2 2 2 3 1 2 0,2114474.375,47770.530982983815
2 3 3 3 0 2 0 0 2 0,904358.4375,20122.530982983815
3 2 0 2 2 1 2 0 1 0,677115.0,36801.069787721804
0 1 3 1 0 2 1 1 1 0,10974583.125,4778.8324081434175
0 3 3 1 1 1 3 1 1 0,4514540.625,13674.265051317037
1 1 2 1 0 1 0 1 1 0,5098078.125,4121.180630389976
1 3 2 1 3 1 1 1 2 0,3039584.375,24509.102844907065
2 1 3 2 3 0 0 0 0 0,778465.0,35267.853920590685
2 3 3 3 0 2 0 1 0 0,526015.0,20122.530982983815
3 2 0 2 2 1 2 0 2 0,1068809.375,36801.069787721804
0 1 3 1 1 0 0 0 0 0,6016140.0,3376.6352774556344
0 3 3 1 1 2 0 0 0 0,3250495.0,4458.265051317037
1 1 2 1 0 1 0 1 2 0,7635470.625,4121.180630389976
1 3 2 1 3 1 2 0 0 0,977740.0,28093.102844907065
2 1 3 2 3 0 0 0 1 0,1266755.625,35267.853920590685
2 3 3 3 0 2 0 1 1 0,670078.125,20122.530982983815
3 2 0 2 2 1 2 1 0 0,477440.0,36801.069787721804
0 1 3 1 1 0 0 0 1 0,8895285.0,3376.6352774556344
0 3 3 1 1 2 0 0 1 0,4905641.25,4458.265051317037
1 1 2 1 0 1 1 0 0 0,3116045.0,6681.180630389976
1 3 2 1 3 1 2 0 1 0,1540091.25,28093.102844907065
2 1 3 2 3 0 0 0 2 0,2300775.3125,35267.853920590685
2 3 3 3 0 2 0 1 2 0,904358.4375,20122.530982983815
3 2 0 2 2 1 2 1 1 0,677115.0,36801.069787721804
0 1 3 1 1 0 0 1 0 0,6015600.0,3376.6352774556344
0 3 3 1 1 2 0 1 0 0,3250135.0,4458.265051317037
1 1 2 1 0 1 1 0 1 0,4905849.375,6681.180630389976
1 3 2 1 3 1 2 0 2 0,2938652.8125,28093.102844907065
2 1 3 2 3 0 0 1 0 0,778465.0,35267.853920590685
2 3 3 3 0 2 1 0 0 0,424300.0,25882.530982983815
3 2 0 2 2 1 2 1 2 0,1068809.375,36801.069787721804
0 1 3 1 1 0 0 1 1 0,8895082.5,3376.6352774556344
0 3 3 1 1 2 0 1 1 0,4905506.25,4458.265051317037
1 1 2 1 0 1 1 0 2 0,7419600.9375,6681.180630389976
1 3 2 1 3 1 2 1 0 0,977740.0,28093.102844907065
2 1 3 2 3 0 0 1 1 0,1266755.625,35267.853920590685
2 3 3 3 0 2 1 0 1 0,537890.625,25882.530982983815
3 2 0 2 2 1 3 0 0 0,450960.0,42945.069787721804
0 1 3 1 1 0 1 0 0 0,5857070.0,5296.635277455634
0 3 3 1 1 2 1 0 0 0,3067435.0,6378.265051317037
1 1 2 1 0 1 1 1 0 0,3113105.0,6681.180630389976
1 3 2 1 3 1 2 1 1 0,1540091.25,28093.102844907065
2 1 3 2 3 0 0 1 2 0,2300775.3125,35267.853920590685
2 3 3 3 0 2 1 0 2 0,705897.5,25882.530982983815
3 2 0 2 2 1 3 0 1 0,643792.5,42945.069787721804
0 1 3 1 1 0 1 0 1 0,8708776.875,5296.635277455634
0 3 3 1 1 2 1 0 1 0,4685692.5,6378.265051317037
1 1 2 1 0 1 1 1 1 0,4904431.875,6681.180630389976
1 3 2 1 3 1 2 1 2 0,2938652.8125,28093.102844907065
2 1 3 2 3 0 1 0 0 0,710955.0,41027.853920590685
2 3 3 3 0 2 1 1 0 0,424300.0,25882.530982983815
3 2 0 2 2 1 3 0 2 0,1032780.625,42945.069787721804
0 1 3 1 1 0 1 1 0 0,5854730.0,5296.635277455634
0 3 3 1 1 2 1 1 0 0,3066715.0,6378.265051317037
1 1 2 1 0 1 1 1 2 0,7419102.1875,6681.180630389976
1 3 2 1 3 1 3 0 0 0,957865.0,34237.10284490707
2 1 3 2 3 0 1 0 1 0,1187330.625,41027.853920590685
2 3 3 3 0 2 1 1 1 0,537890.625,25882.530982983815
3 2 0 2 2 1 3 1 0 0,450960.0,42945.069787721804
0 1 3 1 1 0 1 1 1 0,8707899.375,5296.635277455634
0 3 3 1 1 2 1 1 1 0,4685422.5,6378.265051317037
1 1 2 1 0 1 2 1 0 0,3026755.0,10265.180630389976
1 3 2 1 3 1 3 0 1 0,1516792.5,34237.10284490707
2 1 3 2 3 0 1 0 2 0,2209349.6875,41027.853920590685
2 3 3 3 0 2 1 1 2 0,705897.5,25882.530982983815
3 2 0 2 2 1 3 1 1 0,643792.5,42945.069787721804
0 1 3 1 1 0 2 1 0 0,5767630.0,7984.635277455634
0 3 3 1 1 2 2 1 0 0,2965570.0,9066.265051317037
1 1 2 1 0 1 2 1 1 0,4798867.5,10265.180630389976
1 3 2 1 3 1 3 0 2 0,2912236.875,34237.10284490707
2 1 3 2 3 0 1 1 0 0,710955.0,41027.853920590685
2 3 3 3 0 2 2 0 0 0,374945.0,33946.530982983815
3 2 0 2 2 1 3 1 2 0,1032780.625,42945.069787721804
0 1 3 1 1 0 2 1 1 0,8605856.25,7984.635277455634
0 3 3 1 1 2 2 1 1 0,4563826.875,9066.265051317037
1 1 2 1 0 1 2 1 2 0,7300714.375,10265.180630389976
1 3 2 1 3 1 3 1 0 0,957865.0,34237.10284490707
2 1 3 2 3 0 1 1 1 0,1187330.625,41027.853920590685
2 3 3 3 0 2 2 0 1 0,476791.875,33946.530982983815
3 2 0 2 2 2 0 0 0 0,964920.0,30657.0697877218
0 1 3 1 1 1 0 0 0 0,6055155.0,3376.6352774556344
0 3 3 1 1 2 3 1 0 0,2939905.0,13674.265051317037
1 1 2 1 0 1 3 1 0 0,3014465.0,16409.180630389976
1 3 2 1 3 1 3 1 1 0,1516792.5,34237.10284490707
2 1 3 2 3 0 1 1 2 0,2209349.6875,41027.853920590685
2 3 3 3 0 2 2 0 2 0,638055.625,33946.530982983815
3 2 0 2 2 2 0 0 1 0,1207400.625,30657.0697877218
0 1 3 1 1 1 0 0 1 0,8943772.5,3376.6352774556344
0 3 3 1 1 2 3 1 1 0,4532748.75,13674.265051317037
1 1 2 1 0 1 3 1 1 0,4776316.875,16409.180630389976
1 3 2 1 3 1 3 1 2 0,2912236.875,34237.10284490707
2 1 3 2 3 0 2 0 0 0,673955.0,49091.853920590685
2 3 3 3 0 2 2 1 0 0,374175.0,33946.530982983815
3 2 0 2 2 2 0 0 2 0,2014118.75,30657.0697877218
0 1 3 1 1 1 0 1 0 0,6054615.0,3376.6352774556344
0 3 3 1 2 0 0 0 0 0,3409320.0,6741.227331531303
1 1 2 1 0 1 3 1 2 0,7271650.3125,16409.180630389976
1 3 2 1 3 2 0 0 0 0,1263395.0,21949.102844907065
2 1 3 2 3 0 2 0 1 0,1143776.25,49091.853920590685
2 3 3 3 0 2 2 1 1 0,476398.125,33946.530982983815
3 2 0 2 2 2 0 1 0 0,964920.0,30657.0697877218
0 1 3 1 1 1 0 1 1 0,8943570.0,3376.6352774556344
0 3 3 1 2 0 0 0 1 0,5074728.75,6741.227331531303
1 1 2 1 0 2 0 0 0 0,3326565.0,4121.180630389976
1 3 2 1 3 2 0 0 1 0,1879149.375,21949.102844907065
2 1 3 2 3 0 2 0 2 0,2159219.375,49091.853920590685
2 3 3 3 0 2 2 1 2 0,637889.375,33946.530982983815
3 2 0 2 2 2 0 1 1 0,1207400.625,30657.0697877218
0 1 3 1 1 1 1 0 0 0,5878800.0,5296.635277455634
0 3 3 1 2 0 0 1 0 0,3409140.0,6741.227331531303
1 1 2 1 0 2 0 0 1 0,5222508.75,4121.180630389976
1 3 2 1 3 2 0 0 2 0,3330700.0,21949.102844907065
2 1 3 2 3 0 2 1 0 0,673955.0,49091.853920590685
2 3 3 3 0 2 3 0 0 0,365160.0,47770.530982983815
3 2 0 2 2 2 0 1 2 0,2014118.75,30657.0697877218
0 1 3 1 1 1 1 0 1 0,8735805.0,5296.635277455634
0 3 3 1 2 0 0 1 1 0,5074661.25,6741.227331531303
1 1 2 1 0 2 0 0 2 0,7779811.25,4121.180630389976
1 3 2 1 3 2 0 1 0 0,1263395.0,21949.102844907065
2 1 3 2 3 0 2 1 1 0,1143776.25,49091.853920590685
2 3 3 3 0 2 3 0 1 0,462583.125,47770.530982983815
3 2 0 2 2 2 1 0 0 0,651425.0,33217.069787721804
0 1 3 1 1 1 1 1 0 0,5876460.0,5296.635277455634
0 3 3 1 2 0 1 0 0 0,2631730.0,8661.227331531303
1 1 2 1 0 2 0 1 0 0,3325725.0,4121.180630389976
1 3 2 1 3 2 0 1 1 0,1879149.375,21949.102844907065
2 1 3 2 3 0 2 1 2 0,2159219.375,49091.853920590685
2 3 3 3 0 2 3 0 2 0,621305.9375,47770.530982983815
3 2 0 2 2 2 1 0 1 0,846646.875,33217.069787721804
0 1 3 1 1 1 1 1 1 0,8734927.5,5296.635277455634
0 3 3 1 2 0 1 0 1 0,4192993.125,8661.227331531303
1 1 2 1 0 2 0 1 1 0,5222103.75,4121.180630389976
1 3 2 1 3 2 0 1 2 0,3330700.0,21949.102844907065
2 1 3 2 3 0 3 0 0 0,664375.0,62915.853920590685
2 3 3 3 0 2 3 1 0 0,361310.0,47770.530982983815
3 2 0 2 2 2 1 0 2 0,1317180.9375,33217.069787721804
0 1 3 1 1 1 2 1 0 0,5779845.0,7984.635277455634
0 3 3 1 2 0 1 1 0 0,2631550.0,8661.227331531303
1 1 2 1 0 2 0 1 2 0,7779668.75,4121.180630389976
1 3 2 1 3 2 1 0 0 0,1092985.0,24509.102844907065
2 1 3 2 3 0 3 0 1 0,1132526.25,62915.853920590685
2 3 3 3 0 2 3 1 1 0,460614.375,47770.530982983815
3 2 0 2 2 2 1 1 0 0,651425.0,33217.069787721804
0 1 3 1 1 1 2 1 1 0,8621032.5,7984.635277455634
0 3 3 1 2 0 1 1 1 0,4192925.625,8661.227331531303
1 1 2 1 0 2 1 0 0 0,3145540.0,6681.180630389976
1 3 2 1 3 2 1 0 1 0,1677639.375,24509.102844907065
2 1 3 2 3 0 3 0 2 0,2146388.4375,62915.853920590685
2 3 3 3 0 2 3 1 2 0,620474.6875,47770.530982983815
3 2 0 2 2 2 1 1 1 0,846646.875,33217.069787721804
0 1 3 1 1 2 0 0 0 0,6132795.0,3376.6352774556344
0 3 3 1 2 0 2 0 0 0,2417030.0,11349.227331531303
1 1 2 1 0 2 1 0 1 0,4974907.5,6681.180630389976
1 3 2 1 3 2 1 0 2 0,3098894.0625,24509.102844907065
2 1 3 2 3 0 3 1 0 0,664375.0,62915.853920590685
2 3 3 3 1 0 0 0 0 0,407235.0,35267.853920590685
3 2 0 2 2 2 1 1 2 0,1317180.9375,33217.069787721804
0 1 3 1 1 2 0 0 1 0,9040207.5,3376.6352774556344
0 3 3 1 2 0 2 0 1 0,3947180.625,11349.227331531303
1 1 2 1 0 2 1 0 2 0,7499864.0625,6681.180630389976
1 3 2 1 3 2 1 1 0 0,1092985.0,24509.102844907065
2 1 3 2 3 0 3 1 1 0,1132526.25,62915.853920590685
2 3 3 3 1 0 0 0 1 0,531095.625,35267.853920590685
3 2 0 2 2 2 2 0 0 0,504830.0,36801.069787721804
0 1 3 1 1 2 0 1 0 0,6132255.0,3376.6352774556344
0 3 3 1 2 0 2 1 0 0,2416310.0,11349.227331531303
1 1 2 1 0 2 1 1 0 0,3142600.0,6681.180630389976
1 3 2 1 3 2 1 1 1 0,1677639.375,24509.102844907065
2 1 3 2 3 0 3 1 2 0,2146388.4375,62915.853920590685
2 3 3 3 1 0 0 0 2 0,736825.9375,35267.853920590685
3 2 0 2 2 2 2 0 1 0,698506.875,36801.069787721804
0 1 3 1 1 2 0 1 1 0,9040005.0,3376.6352774556344
0 3 3 1 2 0 2 1 1 0,3946910.625,11349.227331531303
1 1 2 1 0 2 1 1 1 0,4973490.0,6681.180630389976
1 3 2 1 3 2 1 1 2 0,3098894.0625,24509.102844907065
2 1 3 2 3 1 0 0 0 0,791710.0,35267.853920590685
2 3 3 3 1 0 0 1 0 0,407235.0,35267.853920590685
3 2 0 2 2 2 2 0 2 0,1128326.875,36801.069787721804
0 1 3 1 1 2 1 0 0 0,5921735.0,5296.635277455634
0 3 3 1 2 0 3 0 0 0,2398320.0,15957.227331531303
1 1 2 1 0 2 1 1 2 0,7499365.3125,6681.180630389976
1 3 2 1 3 2 2 0 0 0,999925.0,28093.102844907065
2 1 3 2 3 1 0 0 1 0,1300398.75,35267.853920590685
2 3 3 3 1 0 0 1 1 0,531095.625,35267.853920590685
3 2 0 2 2 2 2 1 0 0,504830.0,36801.069787721804
0 1 3 1 1 2 1 0 1 0,8789124.375,5296.635277455634
0 3 3 1 2 0 3 0 1 0,3923550.0,15957.227331531303
1 1 2 1 0 2 2 1 0 0,3043355.0,10265.180630389976
1 3 2 1 3 2 2 0 1 0,1567473.75,28093.102844907065
2 1 3 2 3 1 0 0 2 0,2340669.375,35267.853920590685
2 3 3 3 1 0 0 1 2 0,736825.9375,35267.853920590685
3 2 0 2 2 2 2 1 1 0,698506.875,36801.069787721804
0 1 3 1 1 2 1 1 0 0,5919395.0,5296.635277455634
0 3 3 1 2 0 3 1 0 0,2395440.0,15957.227331531303
1 1 2 1 0 2 2 1 1 0,4837674.375,10265.180630389976
1 3 2 1 3 2 2 0 2 0,2972098.75,28093.102844907065
2 1 3 2 3 1 0 1 0 0,791710.0,35267.853920590685
2 3 3 3 1 0 1 0 0 0,335180.0,41027.853920590685
3 2 0 2 2 2 2 1 2 0,1128326.875,36801.069787721804
0 1 3 1 1 2 1 1 1 0,8788246.875,5296.635277455634
0 3 3 1 2 0 3 1 1 0,3922470.0,15957.227331531303
1 1 2 1 0 2 2 1 2 0,7345869.0625,10265.180630389976
1 3 2 1 3 2 2 1 0 0,999925.0,28093.102844907065
2 1 3 2 3 1 0 1 1 0,1300398.75,35267.853920590685
2 3 3 3 1 0 1 0 1 0,431932.5,41027.853920590685
3 2 0 2 2 2 3 0 0 0,472875.0,42945.069787721804
0 1 3 1 1 2 2 1 0 0,5803665.0,7984.635277455634
0 3 3 1 2 1 0 0 0 0,2769135.0,6741.227331531303
1 1 2 1 0 2 3 1 0 0,3027690.0,16409.180630389976
1 3 2 1 3 2 2 1 1 0,1567473.75,28093.102844907065
2 1 3 2 3 1 0 1 2 0,2340669.375,35267.853920590685
2 3 3 3 1 0 1 0 2 0,586138.125,41027.853920590685
3 2 0 2 2 2 3 0 1 0,660898.125,42945.069787721804
0 1 3 1 1 2 2 1 1 0,8650642.5,7984.635277455634
0 3 3 1 2 1 0 0 1 0,4359830.625,6741.227331531303
1 1 2 1 0 2 3 1 1 0,4807293.75,16409.180630389976
1 3 2 1 3 2 2 1 2 0,2972098.75,28093.102844907065
2 1 3 2 3 1 1 0 0 0,718320.0,41027.853920590685
2 3 3 3 1 0 1 1 0 0,335180.0,41027.853920590685
3 2 0 2 2 2 3 0 2 0,1080399.375,42945.069787721804
0 1 3 1 2 0 0 0 0 0,5135780.0,4458.265051317037
0 3 3 1 2 1 0 1 0 0,2768955.0,6741.227331531303
1 1 2 1 0 2 3 1 2 0,7307690.9375,16409.180630389976
1 3 2 1 3 2 3 0 0 0,975555.0,34237.10284490707
2 1 3 2 3 1 1 0 1 0,1206050.625,41027.853920590685
2 3 3 3 1 0 1 1 1 0,431932.5,41027.853920590685
3 2 0 2 2 2 3 1 0 0,472875.0,42945.069787721804
0 1 3 1 2 0 0 0 1 0,7912530.0,4458.265051317037
0 3 3 1 2 1 0 1 1 0,4359763.125,6741.227331531303
1 1 2 1 1 0 0 0 0 0,2673365.0,5175.984770080126
1 3 2 1 3 2 3 0 1 0,1538617.5,34237.10284490707
2 1 3 2 3 1 1 0 2 0,2231573.75,41027.853920590685
2 3 3 3 1 0 1 1 2 0,586138.125,41027.853920590685
3 2 0 2 2 2 3 1 1 0,660898.125,42945.069787721804
0 1 3 1 2 0 0 1 0 0,5135420.0,4458.265051317037
0 3 3 1 2 1 1 0 0 0,2512550.0,8661.227331531303
1 1 2 1 1 0 0 0 1 0,4418465.625,5175.984770080126
1 3 2 1 3 2 3 0 2 0,2938884.375,34237.10284490707
2 1 3 2 3 1 1 1 0 0,718320.0,41027.853920590685
2 3 3 3 1 0 2 0 0 0,301595.0,49091.853920590685
3 2 0 2 2 2 3 1 2 0,1080399.375,42945.069787721804
0 1 3 1 2 0 0 1 1 0,7912395.0,4458.265051317037
0 3 3 1 2 1 1 0 1 0,4061857.5,8661.227331531303
1 1 2 1 1 0 0 0 2 0,6915109.375,5175.984770080126
1 3 2 1 3 2 3 1 0 0,975555.0,34237.10284490707
2 1 3 2 3 1 1 1 1 0,1206050.625,41027.853920590685
2 3 3 3 1 0 2 0 1 0,391606.875,49091.853920590685
3 2 0 2 3 0 0 0 0 0,777875.0,63762.89706577903
0 1 3 1 2 0 1 0 0 0,4975090.0,6378.265051317037
0 3 3 1 2 1 1 1 0 0,2512370.0,8661.227331531303
1 1 2 1 1 0 0 1 0 0,2672525.0,5175.984770080126
1 3 2 1 3 2 3 1 1 0,1538617.5,34237.10284490707
2 1 3 2 3 1 1 1 2 0,2231573.75,41027.853920590685
2 3 3 3 1 0 2 0 2 0,541387.1875,49091.853920590685
3 2 0 2 3 0 0 0 1 0,1163334.375,63762.89706577903
0 1 3 1 2 0 1 0 1 0,7725414.375,6378.265051317037
0 3 3 1 2 1 1 1 1 0,4061790.0,8661.227331531303
1 1 2 1 1 0 0 1 1 0,4418060.625,5175.984770080126
1 3 2 1 3 2 3 1 2 0,2938884.375,34237.10284490707
2 1 3 2 3 1 2 0 0 0,678085.0,49091.853920590685
2 3 3 3 1 0 2 1 0 0,301595.0,49091.853920590685
3 2 0 2 3 0 0 0 2 0,1738173.4375,63762.89706577903
0 1 3 1 2 0 1 1 0 0,4974370.0,6378.265051317037
0 3 3 1 2 1 2 0 0 0,2425375.0,11349.227331531303
1 1 2 1 1 0 0 1 2 0,6914966.875,5175.984770080126
1 3 2 2 0 0 0 0 0 0,1228860.0,7349.428703355539
2 1 3 2 3 1 2 0 1 0,1154295.0,49091.853920590685
2 3 3 3 1 0 2 1 1 0,391606.875,49091.853920590685
3 2 0 2 3 0 0 1 0 0,777875.0,63762.89706577903
0 1 3 1 2 0 1 1 1 0,7725144.375,6378.265051317037
0 3 3 1 2 1 2 0 1 0,3958256.25,11349.227331531303
1 1 2 1 1 0 1 0 0 0,2534655.0,7735.984770080126
1 3 2 2 0 0 0 0 1 0,1664516.25,7349.428703355539
2 1 3 2 3 1 2 0 2 0,2171676.25,49091.853920590685
2 3 3 3 1 0 2 1 2 0,541387.1875,49091.853920590685
3 2 0 2 3 0 0 1 1 0,1163334.375,63762.89706577903
0 1 3 1 2 0 2 1 0 0,4886540.0,9066.265051317037
0 3 3 1 2 1 2 1 0 0,2424655.0,11349.227331531303
1 1 2 1 1 0 1 0 1 0,4251920.625,7735.984770080126
1 3 2 2 0 0 0 0 2 0,2421472.8125,7349.428703355539
2 1 3 2 3 1 2 1 0 0,678085.0,49091.853920590685
2 3 3 3 1 0 3 0 0 0,292965.0,62915.853920590685
3 2 0 2 3 0 0 1 2 0,1738173.4375,63762.89706577903
0 1 3 1 2 0 2 1 1 0,7622820.0,9066.265051317037
0 3 3 1 2 1 2 1 1 0,3957986.25,11349.227331531303
1 1 2 1 1 0 1 0 2 0,6730322.5,7735.984770080126
1 3 2 2 0 0 0 1 0 0,1228440.0,7349.428703355539
2 1 3 2 3 1 2 1 1 0,1154295.0,49091.853920590685
2 3 3 3 1 0 3 0 1 0,381223.125,62915.853920590685
3 2 0 2 3 0 1 0 0 0,564860.0,66322.89706577903
0 1 3 1 2 0 3 1 0 0,4864390.0,13674.265051317037
0 3 3 1 2 1 3 0 0 0,2405005.0,15957.227331531303
1 1 2 1 1 0 1 1 0 0,2533815.0,7735.984770080126
1 3 2 2 0 0 0 1 1 0,1664313.75,7349.428703355539
2 1 3 2 3 1 2 1 2 0,2171676.25,49091.853920590685
2 3 3 3 1 0 3 0 2 0,529904.0625,62915.853920590685
3 2 0 2 3 0 1 0 1 0,786993.75,66322.89706577903
0 1 3 1 2 0 3 1 1 0,7596753.75,13674.265051317037
0 3 3 1 2 1 3 0 1 0,3932398.125,15957.227331531303
1 1 2 1 1 0 1 1 1 0,4251515.625,7735.984770080126
1 3 2 2 0 0 0 1 2 0,2421401.5625,7349.428703355539
2 1 3 2 3 1 3 0 0 0,667690.0,62915.853920590685
2 3 3 3 1 0 3 1 0 0,292965.0,62915.853920590685
3 2 0 2 3 0 1 0 2 0,1189257.5,66322.89706577903
0 1 3 1 2 1 0 0 0 0,5174795.0,4458.265051317037
0 3 3 1 2 1 3 1 0 0,2402125.0,15957.227331531303
1 1 2 1 1 0 1 1 2 0,6730180.0,7735.984770080126
1 3 2 2 0 0 1 0 0 0,921045.0,9909.42870335554
2 1 3 2 3 1 3 0 1 0,1140935.625,62915.853920590685
2 3 3 3 1 0 3 1 1 0,381223.125,62915.853920590685
3 2 0 2 3 0 1 1 0 0,564860.0,66322.89706577903
0 1 3 1 2 1 0 0 1 0,7961017.5,4458.265051317037
0 3 3 1 2 1 3 1 1 0,3931318.125,15957.227331531303
1 1 2 1 1 0 2 0 0 0,2483775.0,11319.984770080126
1 3 2 2 0 0 1 0 1 0,1313431.875,9909.42870335554
2 1 3 2 3 1 3 0 2 0,2156357.5,62915.853920590685
2 3 3 3 1 0 3 1 2 0,529904.0625,62915.853920590685
3 2 0 2 3 0 1 1 1 0,786993.75,66322.89706577903
0 1 3 1 2 1 0 1 0 0,5174435.0,4458.265051317037
0 3 3 1 2 2 0 0 0 0,2726775.0,6741.227331531303
1 1 2 1 1 0 2 0 1 0,4172731.875,11319.984770080126
1 3 2 2 0 0 1 0 2 0,2041312.5,9909.42870335554
2 1 3 2 3 1 3 1 0 0,667690.0,62915.853920590685
2 3 3 3 1 1 0 0 0 0,430545.0,35267.853920590685
3 2 0 2 3 0 1 1 2 0,1189257.5,66322.89706577903
0 1 3 1 2 1 0 1 1 0,7960882.5,4458.265051317037
0 3 3 1 2 2 0 0 1 0,4322486.25,6741.227331531303
1 1 2 1 1 0 2 0 2 0,6633297.8125,11319.984770080126
1 3 2 2 0 0 1 1 0 0,920625.0,9909.42870335554
2 1 3 2 3 1 3 1 1 0,1140935.625,62915.853920590685
2 3 3 3 1 1 0 0 1 0,560756.25,35267.853920590685
3 2 0 2 3 0 2 0 0 0,477230.0,69906.89706577903
0 1 3 1 2 1 1 0 0 0,4996820.0,6378.265051317037
0 3 3 1 2 2 0 1 0 0,2726595.0,6741.227331531303
1 1 2 1 1 0 2 1 0 0,2457735.0,11319.984770080126
1 3 2 2 0 0 1 1 1 0,1313229.375,9909.42870335554
2 1 3 2 3 1 3 1 2 0,2156357.5,62915.853920590685
2 3 3 3 1 1 0 0 2 0,904827.5,35267.853920590685
3 2 0 2 3 0 2 0 1 0,677233.125,69906.89706577903
0 1 3 1 2 1 1 0 1 0,7752442.5,6378.265051317037
0 3 3 1 2 2 0 1 1 0,4322418.75,6741.227331531303
1 1 2 1 1 0 2 1 1 0,4160176.875,11319.984770080126
1 3 2 2 0 0 1 1 2 0,2041241.25,9909.42870335554
2 1 3 2 3 2 0 0 0 0,834830.0,35267.853920590685
2 3 3 3 1 1 0 1 0 0,430545.0,35267.853920590685
3 2 0 2 3 0 2 0 2 0,1070929.0625,69906.89706577903
0 1 3 1 2 1 1 1 0 0,4996100.0,6378.265051317037
0 3 3 1 2 2 1 0 0 0,2543535.0,8661.227331531303
1 1 2 1 1 0 2 1 2 0,6628880.3125,11319.984770080126
1 3 2 2 0 0 2 0 0 0,777380.0,13493.42870335554
2 1 3 2 3 2 0 0 1 0,1371335.625,35267.853920590685
2 3 3 3 1 1 0 1 1 0,560756.25,35267.853920590685
3 2 0 2 3 0 2 1 0 0,477230.0,69906.89706577903
0 1 3 1 2 1 1 1 1 0,7752172.5,6378.265051317037
0 3 3 1 2 2 1 0 1 0,4102470.0,8661.227331531303
1 1 2 1 1 0 3 1 0 0,2438310.0,17463.984770080126
1 3 2 2 0 0 2 0 1 0,1148551.875,13493.42870335554
2 1 3 2 3 2 0 0 2 0,2420885.0,35267.853920590685
2 3 3 3 1 1 0 1 2 0,904827.5,35267.853920590685
3 2 0 2 3 0 2 1 1 0,677233.125,69906.89706577903
0 1 3 1 2 1 2 1 0 0,4898755.0,9066.265051317037
0 3 3 1 2 2 1 1 0 0,2543355.0,8661.227331531303
1 1 2 1 1 0 3 1 1 0,4136608.125,17463.984770080126
1 3 2 2 0 0 2 0 2 0,1861703.125,13493.42870335554
2 1 3 2 3 2 0 1 0 0,834830.0,35267.853920590685
2 3 3 3 1 1 1 0 0 0,347615.0,41027.853920590685
3 2 0 2 3 0 2 1 2 0,1070929.0625,69906.89706577903
0 1 3 1 2 1 2 1 1 0,7637996.25,9066.265051317037
0 3 3 1 2 2 1 1 1 0,4102402.5,8661.227331531303
1 1 2 1 1 0 3 1 2 0,6602600.9375,17463.984770080126
1 3 2 2 0 0 2 1 0 0,776120.0,13493.42870335554
2 1 3 2 3 2 0 1 1 0,1371335.625,35267.853920590685
2 3 3 3 1 1 1 0 1 0,447930.0,41027.853920590685
3 2 0 2 3 0 3 0 0 0,454955.0,76050.89706577903
0 1 3 1 2 1 3 1 0 0,4874125.0,13674.265051317037
0 3 3 1 2 2 2 0 0 0,2442750.0,11349.227331531303
1 1 2 1 1 1 0 0 0 0,2720625.0,5175.984770080126
1 3 2 2 0 0 2 1 1 0,1147944.375,13493.42870335554
2 1 3 2 3 2 0 1 2 0,2420885.0,35267.853920590685
