params,total_cycles,total_cost
0 2 3 1 3 1 2 1 1 0,4035526.875,13779.825613657937
1 0 3 2 2 0 0 1 2 0,6395316.875,8839.740642784742
1 2 3 3 3 1 0 1 0 0,619835.0,76128.31370251848
2 1 0 3 1 1 2 0 1 0,750825.0,20246.865352314657
2 3 1 0 2 2 0 1 1 0,2393983.125,9890.16795467781
3 1 1 3 1 2 0 0 0 0,729080.0,22371.18190519097
3 3 2 2 0 1 1 0 1 0,627997.5,19789.309028436648
0 0 2 3 2 2 0 1 0 0,3313230.0,5986.64878619043
0 2 3 1 3 1 3 0 0 0,2332520.0,18387.825613657937
1 0 3 2 2 0 1 0 0 0,1945970.0,12679.740642784742
1 2 3 3 3 1 0 1 1 0,817773.75,76128.31370251848
2 1 0 3 1 1 2 0 2 0,1271652.1875,20246.865352314657
2 3 1 0 2 2 0 1 2 0,3905301.5625,9890.16795467781
3 1 1 3 1 2 0 0 1 0,1022073.75,22371.18190519097
3 3 2 2 0 1 1 0 2 0,954019.6875,19789.309028436648
0 0 2 3 2 2 0 1 1 0,5300274.375,5986.64878619043
0 2 3 1 3 1 3 0 1 0,4008673.125,18387.825613657937
1 0 3 2 2 0 1 0 1 0,3067728.75,12679.740642784742
1 2 3 3 3 1 0 1 2 0,1287594.375,76128.31370251848
2 1 0 3 1 1 2 1 0 0,547655.0,20246.865352314657
2 3 1 0 2 2 1 0 0 0,1228105.0,12770.16795467781
3 1 1 3 1 2 0 0 2 0,1710035.625,22371.18190519097
3 3 2 2 0 1 1 1 0 0,400555.0,19789.309028436648
0 0 2 3 2 2 1 0 0 0,2954090.0,7266.64878619043
0 2 3 1 3 1 3 1 0 0,2331980.0,18387.825613657937
1 0 3 2 2 0 1 0 2 0,6223628.125,12679.740642784742
1 2 3 3 3 1 1 0 0 0,525055.0,79968.31370251848
2 1 0 3 1 1 2 1 1 0,750825.0,20246.865352314657
2 3 1 0 2 2 1 0 1 0,2012630.625,12770.16795467781
3 1 1 3 1 2 0 1 0 0,729080.0,22371.18190519097
3 3 2 2 0 1 1 1 1 0,627997.5,19789.309028436648
0 0 2 3 2 2 1 0 1 0,4787341.875,7266.64878619043
0 2 3 1 3 1 3 1 1 0,4008470.625,18387.825613657937
1 0 3 2 2 0 1 1 0 0,1945130.0,12679.740642784742
1 2 3 3 3 1 1 0 1 0,707670.0,79968.31370251848
2 1 0 3 1 1 2 1 2 0,1271652.1875,20246.865352314657
2 3 1 0 2 2 1 0 2 0,3511473.125,12770.16795467781
3 1 1 3 1 2 0 1 1 0,1022073.75,22371.18190519097
3 3 2 2 0 1 1 1 2 0,954019.6875,19789.309028436648
0 0 2 3 2 2 1 1 0 0,2953730.0,7266.64878619043
0 2 3 1 3 2 0 0 0 0,2660705.0,9171.825613657937
1 0 3 2 2 0 1 1 1 0,3067323.75,12679.740642784742
1 2 3 3 3 1 1 0 2 0,1163191.875,79968.31370251848
2 1 0 3 1 1 3 0 0 0,513005.0,24854.865352314657
2 3 1 0 2 2 1 1 0 0,1228105.0,12770.16795467781
3 1 1 3 1 2 0 1 2 0,1710035.625,22371.18190519097
3 3 2 2 0 1 2 0 0 0,352590.0,26957.309028436648
0 0 2 3 2 2 1 1 1 0,4787206.875,7266.64878619043
0 2 3 1 3 2 0 0 1 0,4402546.875,9171.825613657937
1 0 3 2 2 0 1 1 2 0,6223485.625,12679.740642784742
1 2 3 3 3 1 1 1 0 0,525055.0,79968.31370251848
2 1 0 3 1 1 3 0 1 0,710229.375,24854.865352314657
2 3 1 0 2 2 1 1 1 0,2012630.625,12770.16795467781
3 1 1 3 1 2 1 0 0 0,551920.0,26211.18190519097
3 3 2 2 0 1 2 0 1 0,565003.125,26957.309028436648
0 0 2 3 2 2 2 0 0 0,2758075.0,9058.64878619043
0 2 3 1 3 2 0 1 0 0,2660525.0,9171.825613657937
1 0 3 2 2 0 2 1 0 0,1887175.0,18055.74064278474
1 2 3 3 3 1 1 1 1 0,707670.0,79968.31370251848
2 1 0 3 1 1 3 0 2 0,1224710.3125,24854.865352314657
2 3 1 0 2 2 1 1 2 0,3511473.125,12770.16795467781
3 1 1 3 1 2 1 0 1 0,746572.5,26211.18190519097
3 3 2 2 0 1 2 0 2 0,885138.75,26957.309028436648
0 0 2 3 2 2 2 0 1 0,4507458.75,9058.64878619043
0 2 3 1 3 2 0 1 1 0,4402479.375,9171.825613657937
1 0 3 2 2 0 2 1 1 0,2998456.875,18055.74064278474
1 2 3 3 3 1 1 1 2 0,1163191.875,79968.31370251848
2 1 0 3 1 1 3 1 0 0,513005.0,24854.865352314657
2 3 1 0 2 2 2 0 0 0,1068760.0,16802.16795467781
3 1 1 3 1 2 1 0 2 0,1265673.125,26211.18190519097
3 3 2 2 0 1 2 1 0 0,351690.0,26957.309028436648
0 0 2 3 2 2 2 1 0 0,2757895.0,9058.64878619043
0 2 3 1 3 2 1 0 0 0,2474695.0,11091.825613657937
1 0 3 2 2 0 2 1 2 0,6129922.5,18055.74064278474
1 2 3 3 3 1 2 0 0 0,473150.0,85344.31370251848
2 1 0 3 1 1 3 1 1 0,710229.375,24854.865352314657
2 3 1 0 2 2 2 0 1 0,1815806.25,16802.16795467781
3 1 1 3 1 2 1 1 0 0,551920.0,26211.18190519097
3 3 2 2 0 1 2 1 1 0,564530.625,26957.309028436648
0 0 2 3 2 2 2 1 1 0,4507391.25,9058.64878619043
0 2 3 1 3 2 1 0 1 0,4180370.625,11091.825613657937
1 0 3 2 2 0 3 1 0 0,1872465.0,27271.74064278474
1 2 3 3 3 1 2 0 1 0,647386.875,85344.31370251848
2 1 0 3 1 1 3 1 2 0,1224710.3125,24854.865352314657
2 3 1 0 2 2 2 0 2 0,3349664.375,16802.16795467781
3 1 1 3 1 2 1 1 1 0,746572.5,26211.18190519097
3 3 2 2 0 1 2 1 2 0,884925.0,26957.309028436648
0 0 2 3 2 2 3 0 0 0,2706720.0,12130.64878619043
0 2 3 1 3 2 1 1 0 0,2474515.0,11091.825613657937
1 0 3 2 2 0 3 1 1 0,2980811.25,27271.74064278474
1 2 3 3 3 1 2 0 2 0,1095035.3125,85344.31370251848
2 1 0 3 1 2 0 0 0 0,1312215.0,15638.865352314659
2 3 1 0 2 2 2 1 0 0,1067990.0,16802.16795467781
3 1 1 3 1 2 1 1 2 0,1265673.125,26211.18190519097
3 3 2 2 0 1 3 0 0 0,341585.0,39245.30902843665
0 0 2 3 2 2 3 0 1 0,4434271.875,12130.64878619043
0 2 3 1 3 2 1 1 1 0,4180303.125,11091.825613657937
1 0 3 2 2 0 3 1 2 0,6105768.75,27271.74064278474
1 2 3 3 3 1 2 1 0 0,473150.0,85344.31370251848
2 1 0 3 1 2 0 0 1 0,1621417.5,15638.865352314659
2 3 1 0 2 2 2 1 1 0,1815412.5,16802.16795467781
3 1 1 3 1 2 2 0 0 0,453800.0,31587.18190519097
3 3 2 2 0 1 3 0 1 0,549303.75,39245.30902843665
0 0 2 3 2 2 3 1 0 0,2706360.0,12130.64878619043
0 2 3 1 3 2 2 0 0 0,2373190.0,13779.825613657937
1 0 3 2 2 1 0 0 0 0,2093970.0,8839.740642784742
1 2 3 3 3 1 2 1 1 0,647386.875,85344.31370251848
2 1 0 3 1 2 0 0 2 0,2927389.375,15638.865352314659
2 3 1 0 2 2 2 1 2 0,3349498.125,16802.16795467781
3 1 1 3 1 2 2 0 1 0,625691.25,31587.18190519097
3 3 2 2 0 1 3 0 2 0,867468.75,39245.30902843665
0 0 2 3 2 2 3 1 1 0,4434136.875,12130.64878619043
0 2 3 1 3 2 2 0 1 0,4058780.625,13779.825613657937
1 0 3 2 2 1 0 0 1 0,3246451.875,8839.740642784742
1 2 3 3 3 1 2 1 2 0,1095035.3125,85344.31370251848
2 1 0 3 1 2 0 1 0 0,1312215.0,15638.865352314659
2 3 1 0 2 2 3 0 0 0,1047215.0,23714.16795467781
3 1 1 3 1 2 2 0 2 0,1116831.875,31587.18190519097
3 3 2 2 0 1 3 1 0 0,338885.0,39245.30902843665
0 0 2 3 3 0 0 0 0 0,2496250.0,10991.191006151035
0 2 3 1 3 2 2 1 0 0,2372830.0,13779.825613657937
1 0 3 2 2 1 0 0 2 0,6479017.8125,8839.740642784742
1 2 3 3 3 1 3 0 0 0,459565.0,94560.31370251848
2 1 0 3 1 2 0 1 1 0,1621417.5,15638.865352314659
2 3 1 0 2 2 3 0 1 0,1787068.125,23714.16795467781
3 1 1 3 1 2 2 1 0 0,453800.0,31587.18190519097
3 3 2 2 0 1 3 1 1 0,547886.25,39245.30902843665
0 0 2 3 3 0 0 0 1 0,4270708.125,10991.191006151035
0 2 3 1 3 2 2 1 1 0,4058645.625,13779.825613657937
1 0 3 2 2 1 0 1 0 0,2093550.0,8839.740642784742
1 2 3 3 3 1 3 0 1 0,631620.0,94560.31370251848
2 1 0 3 1 2 0 1 2 0,2927389.375,15638.865352314659
2 3 1 0 2 2 3 0 2 0,3314413.4375,23714.16795467781
3 1 1 3 1 2 2 1 1 0,625691.25,31587.18190519097
3 3 2 2 0 1 3 1 2 0,866827.5,39245.30902843665
0 0 2 3 3 0 0 1 0 0,2496070.0,10991.191006151035
0 2 3 1 3 2 3 0 0 0,2346790.0,18387.825613657937
1 0 3 2 2 1 0 1 1 0,3246249.375,8839.740642784742
1 2 3 3 3 1 3 0 2 0,1077240.625,94560.31370251848
2 1 0 3 1 2 1 0 0 0,796395.0,17558.865352314657
2 3 1 0 2 2 3 1 0 0,1046445.0,23714.16795467781
3 1 1 3 1 2 2 1 2 0,1116831.875,31587.18190519097
3 3 2 2 0 2 0 0 0 0,568380.0,14669.309028436648
0 0 2 3 3 0 0 1 1 0,4270640.625,10991.191006151035
0 2 3 1 3 2 3 0 1 0,4027156.875,18387.825613657937
1 0 3 2 2 1 0 1 2 0,6478946.5625,8839.740642784742
1 2 3 3 3 1 3 1 0 0,459565.0,94560.31370251848
2 1 0 3 1 2 1 0 1 0,1036732.5,17558.865352314657
2 3 1 0 2 2 3 1 1 0,1786674.375,23714.16795467781
3 1 1 3 1 2 3 0 0 0,428675.0,40803.18190519097
3 3 2 2 0 2 0 0 1 0,815911.875,14669.309028436648
0 0 2 3 3 0 1 0 0 0,2227945.0,12271.191006151035
0 2 3 1 3 2 3 1 0 0,2346250.0,18387.825613657937
1 0 3 2 2 1 1 0 0 0,1968910.0,12679.740642784742
1 2 3 3 3 1 3 1 1 0,631620.0,94560.31370251848
2 1 0 3 1 2 1 0 2 0,1628240.625,17558.865352314657
2 3 1 0 2 2 3 1 2 0,3314247.1875,23714.16795467781
3 1 1 3 1 2 3 0 1 0,594697.5,40803.18190519097
3 3 2 2 0 2 0 0 2 0,1174360.3125,14669.309028436648
0 0 2 3 3 0 1 0 1 0,3914595.0,12271.191006151035
0 2 3 1 3 2 3 1 1 0,4026954.375,18387.825613657937
1 0 3 2 2 1 1 0 1 0,3096753.75,12679.740642784742
1 2 3 3 3 1 3 1 2 0,1077240.625,94560.31370251848
2 1 0 3 1 2 1 1 0 0,796395.0,17558.865352314657
2 3 1 0 3 0 0 0 0 0,1313540.0,16759.781759981946
3 1 1 3 1 2 3 0 2 0,1078689.375,40803.18190519097
3 3 2 2 0 2 0 1 0 0,568380.0,14669.309028436648
0 0 2 3 3 0 1 1 0 0,2227765.0,12271.191006151035
0 2 3 2 0 0 0 0 0 0,3512130.0,3911.7577805412125
1 0 3 2 2 1 1 0 2 0,6270100.9375,12679.740642784742
1 2 3 3 3 2 0 0 0 0,668695.0,76128.31370251848
2 1 0 3 1 2 1 1 1 0,1036732.5,17558.865352314657
2 3 1 0 3 0 0 0 1 0,2095256.25,16759.781759981946
3 1 1 3 1 2 3 1 0 0,428675.0,40803.18190519097
3 3 2 2 0 2 0 1 1 0,815911.875,14669.309028436648
0 0 2 3 3 0 1 1 1 0,3914527.5,12271.191006151035
0 2 3 2 0 0 0 0 1 0,4719819.375,3911.7577805412125
1 0 3 2 2 1 1 1 0 0,1968070.0,12679.740642784742
1 2 3 3 3 2 0 0 1 0,876611.25,76128.31370251848
2 1 0 3 1 2 1 1 2 0,1628240.625,17558.865352314657
2 3 1 0 3 0 0 0 2 0,3662333.125,16759.781759981946
3 1 1 3 1 2 3 1 1 0,594697.5,40803.18190519097
3 3 2 2 0 2 0 1 2 0,1174360.3125,14669.309028436648
0 0 2 3 3 0 2 0 0 0,2081620.0,14063.191006151035
0 2 3 2 0 0 0 1 0 0,3511770.0,3911.7577805412125
1 0 3 2 2 1 1 1 1 0,3096348.75,12679.740642784742
1 2 3 3 3 2 0 0 2 0,1359081.875,76128.31370251848
2 1 0 3 1 2 2 0 0 0,597515.0,20246.865352314657
2 3 1 0 3 0 0 1 0 0,1313540.0,16759.781759981946
3 1 1 3 1 2 3 1 2 0,1078689.375,40803.18190519097
3 3 2 2 0 2 1 0 0 0,432115.0,19789.309028436648
0 0 2 3 3 0 2 0 1 0,3720363.75,14063.191006151035
0 2 3 2 0 0 0 1 1 0,4719684.375,3911.7577805412125
1 0 3 2 2 1 1 1 2 0,6269958.4375,12679.740642784742
1 2 3 3 3 2 0 1 0 0,668695.0,76128.31370251848
2 1 0 3 1 2 2 0 1 0,799886.25,20246.865352314657
2 3 1 0 3 0 0 1 1 0,2095256.25,16759.781759981946
3 1 1 3 2 0 0 0 0 0,624580.0,42590.92655275249
3 3 2 2 0 2 1 0 1 0,668064.375,19789.309028436648
0 0 2 3 3 0 2 1 0 0,2081440.0,14063.191006151035
0 2 3 2 0 0 1 0 0 0,2787825.0,5831.757780541213
1 0 3 2 2 1 2 1 0 0,1900080.0,18055.74064278474
1 2 3 3 3 2 0 1 1 0,876611.25,76128.31370251848
2 1 0 3 1 2 2 0 2 0,1347141.5625,20246.865352314657
2 3 1 0 3 0 0 1 2 0,3662333.125,16759.781759981946
3 1 1 3 2 0 0 0 1 0,867015.0,42590.92655275249
3 3 2 2 0 2 1 0 2 0,1006412.1875,19789.309028436648
0 0 2 3 3 0 2 1 1 0,3720296.25,14063.191006151035
0 2 3 2 0 0 1 0 1 0,3897984.375,5831.757780541213
1 0 3 2 2 1 2 1 1 0,3014814.375,18055.74064278474
1 2 3 3 3 2 0 1 2 0,1359081.875,76128.31370251848
2 1 0 3 1 2 2 1 0 0,597515.0,20246.865352314657
2 3 1 0 3 0 1 0 0 0,1191590.0,19639.781759981946
3 1 1 3 2 0 0 0 2 0,1505322.5,42590.92655275249
3 3 2 2 0 2 1 1 0 0,432115.0,19789.309028436648
0 0 2 3 3 0 3 0 0 0,2043065.0,17135.191006151035
0 2 3 2 0 0 1 1 0 0,2786925.0,5831.757780541213
1 0 3 2 2 1 2 1 2 0,6156106.875,18055.74064278474
1 2 3 3 3 2 1 0 0 0,552240.0,79968.31370251848
2 1 0 3 1 2 2 1 1 0,799886.25,20246.865352314657
2 3 1 0 3 0 1 0 1 0,1949146.875,19639.781759981946
3 1 1 3 2 0 0 1 0 0,624580.0,42590.92655275249
3 3 2 2 0 2 1 1 1 0,668064.375,19789.309028436648
0 0 2 3 3 0 3 0 1 0,3669260.625,17135.191006151035
0 2 3 2 0 0 1 1 1 0,3897646.875,5831.757780541213
1 0 3 2 2 1 3 1 0 0,1882775.0,27271.74064278474
1 2 3 3 3 2 1 0 1 0,740407.5,79968.31370251848
2 1 0 3 1 2 2 1 2 0,1347141.5625,20246.865352314657
2 3 1 0 3 0 1 0 2 0,3500423.4375,19639.781759981946
3 1 1 3 2 0 0 1 1 0,867015.0,42590.92655275249
3 3 2 2 0 2 1 1 2 0,1006412.1875,19789.309028436648
0 0 2 3 3 0 3 1 0 0,2042885.0,17135.191006151035
0 2 3 2 0 0 2 1 0 0,2695690.0,8519.757780541213
1 0 3 2 2 1 3 1 1 0,2993866.875,27271.74064278474
1 2 3 3 3 2 1 0 2 0,1202985.0,79968.31370251848
2 1 0 3 1 2 3 0 0 0,552720.0,24854.865352314657
2 3 1 0 3 0 1 1 0 0,1191590.0,19639.781759981946
3 1 1 3 2 0 0 1 2 0,1505322.5,42590.92655275249
3 3 2 2 0 2 2 0 0 0,370390.0,26957.309028436648
0 0 2 3 3 0 3 1 1 0,3669193.125,17135.191006151035
0 2 3 2 0 0 2 1 1 0,3791160.0,8519.757780541213
1 0 3 2 2 1 3 1 2 0,6126680.625,27271.74064278474
1 2 3 3 3 2 1 1 0 0,552240.0,79968.31370251848
2 1 0 3 1 2 3 0 1 0,749323.125,24854.865352314657
2 3 1 0 3 0 1 1 1 0,1949146.875,19639.781759981946
3 1 1 3 2 0 1 0 0 0,481880.0,46430.92655275249
3 3 2 2 0 2 2 0 1 0,587587.5,26957.309028436648
0 0 2 3 3 1 0 0 0 0,2593720.0,10991.191006151035
0 2 3 2 0 0 3 1 0 0,2675270.0,13127.757780541213
1 0 3 2 2 2 0 0 0 0,2122545.0,8839.740642784742
1 2 3 3 3 2 1 1 1 0,740407.5,79968.31370251848
2 1 0 3 1 2 3 0 2 0,1284863.125,24854.865352314657
2 3 1 0 3 0 1 1 2 0,3500423.4375,19639.781759981946
3 1 1 3 2 0 1 0 1 0,660898.125,46430.92655275249
3 3 2 2 0 2 2 0 2 0,914671.875,26957.309028436648
0 0 2 3 3 1 0 0 1 0,4421137.5,10991.191006151035
0 2 3 2 0 0 3 1 1 0,3766713.75,13127.757780541213
1 0 3 2 2 2 0 0 1 0,3334578.75,8839.740642784742
1 2 3 3 3 2 1 1 2 0,1202985.0,79968.31370251848
2 1 0 3 1 2 3 1 0 0,552720.0,24854.865352314657
2 3 1 0 3 0 2 0 0 0,1124695.0,23671.781759981946
3 1 1 3 2 0 1 0 2 0,1144934.0625,46430.92655275249
3 3 2 2 0 2 2 1 0 0,369490.0,26957.309028436648
0 0 2 3 3 1 0 1 0 0,2593540.0,10991.191006151035
0 2 3 2 0 1 0 0 0 0,2953105.0,3911.7577805412125
1 0 3 2 2 2 0 0 2 0,6629159.375,8839.740642784742
1 2 3 3 3 2 2 0 0 0,488455.0,85344.31370251848
2 1 0 3 1 2 3 1 1 0,749323.125,24854.865352314657
2 3 1 0 3 0 2 0 1 0,1868788.125,23671.781759981946
3 1 1 3 2 0 1 1 0 0,481880.0,46430.92655275249
3 3 2 2 0 2 2 1 1 0,587115.0,26957.309028436648
0 0 2 3 3 1 0 1 1 0,4421070.0,10991.191006151035
0 2 3 2 0 1 0 0 1 0,4095714.375,3911.7577805412125
1 0 3 2 2 2 0 1 0 0,2122125.0,8839.740642784742
1 2 3 3 3 2 2 0 1 0,665820.0,85344.31370251848
2 1 0 3 1 2 3 1 2 0,1284863.125,24854.865352314657
2 3 1 0 3 0 2 0 2 0,3411301.5625,23671.781759981946
3 1 1 3 2 0 1 1 1 0,660898.125,46430.92655275249
3 3 2 2 0 2 2 1 2 0,914458.125,26957.309028436648
0 0 2 3 3 1 1 0 0 0,2271060.0,12271.191006151035
0 2 3 2 0 1 0 1 0 0,2952745.0,3911.7577805412125
1 0 3 2 2 2 0 1 1 0,3334376.25,8839.740642784742
1 2 3 3 3 2 2 0 2 0,1117437.5,85344.31370251848
2 1 0 3 2 0 0 0 0 0,958815.0,30715.10920088678
2 3 1 0 3 0 2 1 0 0,1124695.0,23671.781759981946
3 1 1 3 2 0 1 1 2 0,1144934.0625,46430.92655275249
3 3 2 2 0 2 3 0 0 0,355760.0,39245.30902843665
0 0 2 3 3 1 1 0 1 0,3985706.25,12271.191006151035
0 2 3 2 0 1 0 1 1 0,4095579.375,3911.7577805412125
1 0 3 2 2 2 0 1 2 0,6629088.125,8839.740642784742
1 2 3 3 3 2 2 1 0 0,488455.0,85344.31370251848
2 1 0 3 2 0 0 0 1 0,1477816.875,30715.10920088678
2 3 1 0 3 0 2 1 1 0,1868788.125,23671.781759981946
3 1 1 3 2 0 2 0 0 0,418015.0,51806.92655275249
3 3 2 2 0 2 3 0 1 0,567303.75,39245.30902843665
0 0 2 3 3 1 1 1 0 0,2270880.0,12271.191006151035
0 2 3 2 0 1 1 0 0 0,2793135.0,5831.757780541213
1 0 3 2 2 2 1 0 0 0,1984775.0,12679.740642784742
1 2 3 3 3 2 2 1 1 0,665820.0,85344.31370251848
2 1 0 3 2 0 0 0 2 0,2383781.5625,30715.10920088678
2 3 1 0 3 0 2 1 2 0,3411301.5625,23671.781759981946
3 1 1 3 2 0 2 0 1 0,582401.25,51806.92655275249
3 3 2 2 0 2 3 0 2 0,891005.0,39245.30902843665
0 0 2 3 3 1 1 1 1 0,3985638.75,12271.191006151035
0 2 3 2 0 1 1 0 1 0,3906613.125,5831.757780541213
1 0 3 2 2 2 1 0 1 0,3145730.625,12679.740642784742
1 2 3 3 3 2 2 1 2 0,1117437.5,85344.31370251848
2 1 0 3 2 0 0 1 0 0,958815.0,30715.10920088678
2 3 1 0 3 0 3 0 0 0,1107290.0,30583.781759981946
3 1 1 3 2 0 2 0 2 0,1054969.0625,51806.92655275249
3 3 2 2 0 2 3 1 0 0,353060.0,39245.30902843665
0 0 2 3 3 1 2 0 0 0,2106235.0,14063.191006151035
0 2 3 2 0 1 1 1 0 0,2792235.0,5831.757780541213
1 0 3 2 2 2 1 0 2 0,6353570.3125,12679.740642784742
1 2 3 3 3 2 3 0 0 0,471780.0,94560.31370251848
2 1 0 3 2 0 0 1 1 0,1477816.875,30715.10920088678
2 3 1 0 3 0 3 0 1 0,1847857.5,30583.781759981946
3 1 1 3 2 0 2 1 0 0,418015.0,51806.92655275249
3 3 2 2 0 2 3 1 1 0,565886.25,39245.30902843665
0 0 2 3 3 1 2 0 1 0,3760841.25,14063.191006151035
0 2 3 2 0 1 1 1 1 0,3906275.625,5831.757780541213
1 0 3 2 2 2 1 1 0 0,1983935.0,12679.740642784742
1 2 3 3 3 2 3 0 1 0,646329.375,94560.31370251848
2 1 0 3 2 0 0 1 2 0,2383781.5625,30715.10920088678
2 3 1 0 3 0 3 0 2 0,3388115.625,30583.781759981946
3 1 1 3 2 0 2 1 1 0,582401.25,51806.92655275249
3 3 2 2 0 2 3 1 2 0,890363.75,39245.30902843665
0 0 2 3 3 1 2 1 0 0,2106055.0,14063.191006151035
0 2 3 2 0 1 2 1 0 0,2704640.0,8519.757780541213
1 0 3 2 2 2 1 1 1 0,3145325.625,12679.740642784742
1 2 3 3 3 2 3 0 2 0,1095112.5,94560.31370251848
2 1 0 3 2 0 1 0 0 0,649380.0,32635.10920088678
2 3 1 0 3 0 3 1 0 0,1107290.0,30583.781759981946
3 1 1 3 2 0 2 1 2 0,1054969.0625,51806.92655275249
3 3 2 2 1 0 0 0 0 0,461630.0,23869.71480146477
0 0 2 3 3 1 2 1 1 0,3760773.75,14063.191006151035
0 2 3 2 0 1 2 1 1 0,3802696.875,8519.757780541213
1 0 3 2 2 2 1 1 2 0,6353427.8125,12679.740642784742
1 2 3 3 3 2 3 1 0 0,471780.0,94560.31370251848
2 1 0 3 2 0 1 0 1 0,881735.625,32635.10920088678
2 3 1 0 3 0 3 1 1 0,1847857.5,30583.781759981946
3 1 1 3 2 0 3 0 0 0,401635.0,61022.92655275249
3 3 2 2 1 0 0 0 1 0,623801.25,23869.71480146477
0 0 2 3 3 1 3 0 0 0,2062840.0,17135.191006151035
0 2 3 2 0 1 3 1 0 0,2682370.0,13127.757780541213
1 0 3 2 2 2 2 1 0 0,1909015.0,18055.74064278474
1 2 3 3 3 2 3 1 1 0,646329.375,94560.31370251848
2 1 0 3 2 0 1 0 2 0,1464733.75,32635.10920088678
2 3 1 0 3 0 3 1 2 0,3388115.625,30583.781759981946
3 1 1 3 2 0 3 0 1 0,562196.25,61022.92655275249
3 3 2 2 1 0 0 0 2 0,952101.875,23869.71480146477
0 0 2 3 3 1 3 0 1 0,3701756.25,17135.191006151035
0 2 3 2 0 1 3 1 1 0,3775921.875,13127.757780541213
1 0 3 2 2 2 2 1 1 0,3042382.5,18055.74064278474
1 2 3 3 3 2 3 1 2 0,1095112.5,94560.31370251848
2 1 0 3 2 0 1 1 0 0,649380.0,32635.10920088678
2 3 1 0 3 1 0 0 0 0,1340145.0,16759.781759981946
3 1 1 3 2 0 3 0 2 0,1031830.625,61022.92655275249
3 3 2 2 1 0 0 1 0 0,461630.0,23869.71480146477
0 0 2 3 3 1 3 1 0 0,2062660.0,17135.191006151035
0 2 3 2 0 2 0 0 0 0,3010185.0,3911.7577805412125
1 0 3 2 2 2 2 1 2 0,6202935.9375,18055.74064278474
1 3 0 0 0 0 0 0 0 0,4492395.0,2621.2770732173394
2 1 0 3 2 0 1 1 1 0,881735.625,32635.10920088678
2 3 1 0 3 1 0 0 1 0,2266644.375,16759.781759981946
3 1 1 3 2 0 3 1 0 0,401635.0,61022.92655275249
3 3 2 2 1 0 0 1 1 0,623801.25,23869.71480146477
0 0 2 3 3 1 3 1 1 0,3701688.75,17135.191006151035
0 2 3 2 0 2 0 0 1 0,4169649.375,3911.7577805412125
1 0 3 2 2 2 3 1 0 0,1889925.0,27271.74064278474
1 3 0 0 0 0 0 0 1 0,5937474.375,2621.2770732173394
2 1 0 3 2 0 1 1 2 0,1464733.75,32635.10920088678
2 3 1 0 3 1 0 0 2 0,3725294.375,16759.781759981946
3 1 1 3 2 0 3 1 1 0,562196.25,61022.92655275249
3 3 2 2 1 0 0 1 2 0,952101.875,23869.71480146477
0 0 2 3 3 2 0 0 0 0,2702090.0,10991.191006151035
0 2 3 2 0 2 0 1 0 0,3009825.0,3911.7577805412125
1 0 3 2 2 2 3 1 1 0,3015888.75,27271.74064278474
1 3 0 0 0 0 0 0 2 0,9025427.5,2621.2770732173394
2 1 0 3 2 0 2 0 0 0,531905.0,35323.10920088678
2 3 1 0 3 1 0 1 0 0,1340145.0,16759.781759981946
3 1 1 3 2 0 3 1 2 0,1031830.625,61022.92655275249
3 3 2 2 1 0 1 0 0 0,386505.0,28989.71480146477
0 0 2 3 3 2 0 0 1 0,4624486.875,10991.191006151035
0 2 3 2 0 2 0 1 1 0,4169514.375,3911.7577805412125
1 0 3 2 2 2 3 1 2 0,6164211.5625,27271.74064278474
1 3 0 0 0 0 0 1 0 0,4491975.0,2621.2770732173394
2 1 0 3 2 0 2 0 1 0,731396.25,35323.10920088678
2 3 1 0 3 1 0 1 1 0,2266644.375,16759.781759981946
3 1 1 3 2 1 0 0 0 0,688110.0,42590.92655275249
3 3 2 2 1 0 1 0 1 0,526916.25,28989.71480146477
0 0 2 3 3 2 0 1 0 0,2701910.0,10991.191006151035
0 2 3 2 0 2 1 0 0 0,2824895.0,5831.757780541213
1 0 3 2 3 0 0 0 0 0,2179930.0,13414.650630439275
1 3 0 0 0 0 0 1 1 0,5937271.875,2621.2770732173394
2 1 0 3 2 0 2 0 2 0,1249683.4375,35323.10920088678
2 3 1 0 3 1 0 1 2 0,3725294.375,16759.781759981946
3 1 1 3 2 1 0 0 1 0,920160.0,42590.92655275249
3 3 2 2 1 0 1 0 2 0,846901.25,28989.71480146477
0 0 2 3 3 2 0 1 1 0,4624419.375,10991.191006151035
0 2 3 2 0 2 1 0 1 0,3947743.125,5831.757780541213
1 0 3 2 3 0 0 0 1 0,3344101.875,13414.650630439275
1 3 0 0 0 0 0 1 2 0,9025356.25,2621.2770732173394
2 1 0 3 2 0 2 1 0 0,531905.0,35323.10920088678
2 3 1 0 3 1 1 0 0 0,1206450.0,19639.781759981946
3 1 1 3 2 1 0 0 2 0,1651794.6875,42590.92655275249
3 3 2 2 1 0 1 1 0 0,386505.0,28989.71480146477
0 0 2 3 3 2 1 0 0 0,2342590.0,12271.191006151035
0 2 3 2 0 2 1 1 0 0,2823995.0,5831.757780541213
1 0 3 2 3 0 0 0 2 0,6580756.875,13414.650630439275
1 3 0 0 0 0 1 0 0 0,3255065.0,3901.2770732173394
2 1 0 3 2 0 2 1 1 0,731396.25,35323.10920088678
2 3 1 0 3 1 1 0 1 0,1981130.625,19639.781759981946
